ASpace_ID,Names,Authority_ID,Source,Name_Recon,uri
361,"Wayfarers Chapel (Rancho Palos Verdes, Calif.) ",,library of congress name authority file,"Wayfarers Chapel (Rancho Palos Verdes, Calif.) ",http://id.loc.gov/authorities/names/n96056944
362,Frank Lloyd Wright Foundation,,library of congress name authority file,Frank Lloyd Wright Foundation,http://id.loc.gov/authorities/names/n50069788
363,"Sears, Roebuck and Company",,library of congress name authority file,"Sears, Roebuck and Company",http://id.loc.gov/authorities/names/n79129205
366,"Case Study House No. 9 (Los Angeles, Calif.)",,library of congress name authority file,"Case Study House No. 9 (Los Angeles, Calif.)",http://id.loc.gov/authorities/names/n98030235
392,Williams and Williams,,local,Williams and Williams,http://id.loc.gov/authorities/names/no2008160670
398,"Société des artistes indépendants (Paris, France)",,library of congress name authority file,"Société des artistes indépendants (Paris, France)",http://id.loc.gov/authorities/names/n81028938
401,Internationale situationniste,,library of congress name authority file,Internationale situationniste,http://id.loc.gov/authorities/names/n82163080
402,Soviet Union—Red Army,,ingest,Soviet Union—Red Army,http://id.loc.gov/authorities/names/n80126258
406,Committee to Defend America by Aiding the Allies,,library of congress name authority file,Committee to Defend America by Aiding the Allies,http://id.loc.gov/authorities/names/n93023784
408,Frick Collection,,library of congress name authority file,Frick Collection,http://id.loc.gov/authorities/names/n80044956
409,Barnes Foundation,,library of congress name authority file,Barnes Foundation,http://id.loc.gov/authorities/names/n81124896
410,M.H. De Young Memorial Museum ,,library of congress name authority file,M.H. De Young Memorial Museum ,http://id.loc.gov/authorities/names/n80051192
413,"Barbizon House (London, England)",,library of congress name authority file,"Barbizon House (London, England)",http://id.loc.gov/authorities/names/no2001066922
414,"French Gallery (London, England)",,library of congress name authority file,"French Gallery (London, England)",http://id.loc.gov/authorities/names/n83013587
415,Goupil Gallery,,library of congress name authority file,Goupil Gallery,http://id.loc.gov/authorities/names/n79024603
420,Cine Club del Uruguay,,library of congress name authority file,Cine Club del Uruguay,http://id.loc.gov/authorities/names/nr96006970
421,John Simon Guggenheim Memorial Foundation,,library of congress name authority file,John Simon Guggenheim Memorial Foundation,http://id.loc.gov/authorities/names/n50082525
422,Taller Torres-García,,library of congress name authority file,Taller Torres-García,http://id.loc.gov/authorities/names/n91052279
425,Gebr. Fretz (Firm),,library of congress name authority file,Gebr. Fretz (Firm),http://id.loc.gov/authorities/names/nr96027352
426,"New Museum of Contemporary Art (New York, N.Y.)",,library of congress name authority file,"New Museum of Contemporary Art (New York, N.Y.)",http://id.loc.gov/authorities/names/n84148196
427,Whitney Museum of American Art,,library of congress name authority file,Whitney Museum of American Art,http://id.loc.gov/authorities/names/n79032811
428,Merce Cunningham Dance Company,,library of congress name authority file,Merce Cunningham Dance Company,http://id.loc.gov/authorities/names/nr96001835
429,Museo Nacional de México,,library of congress name authority file,Museo Nacional de México,http://id.loc.gov/authorities/names/no88000455
430,Vienna International Exhibition (1873),,library of congress name authority file,Vienna International Exhibition (1873),http://id.loc.gov/authorities/names/n85085328
431,Vizetelly and Company (1850-1855),,library of congress name authority file,Vizetelly and Company (1850-1855),http://id.loc.gov/authorities/names/nr00000797
435,Pagnerre (Firm) ,,library of congress name authority file,Pagnerre (Firm) ,http://id.loc.gov/authorities/names/no2008082820
436,VKhUTEIN (Art School) ,,library of congress name authority file,VKhUTEIN (Art School) ,http://id.loc.gov/authorities/names/n97023135
437,International Congress for Modern Architecture,,,International Congress for Modern Architecture,http://id.loc.gov/authorities/names/n79089248
442,Alfred Schmela Galerie,,library of congress name authority file,Alfred Schmela Galerie,http://id.loc.gov/authorities/names/n97037588
443,Galleria dell'Ariete,,library of congress name authority file,Galleria dell'Ariete,http://id.loc.gov/authorities/names/nr99020738
451,Harrison Price Company,,library of congress name authority file,Harrison Price Company,http://id.loc.gov/authorities/names/n82206404
452,"Texaco, inc.",,library of congress name authority file,"Texaco, inc.",http://id.loc.gov/authorities/names/n79032259
453,Pennzoil Company,,library of congress name authority file,Pennzoil Company,http://id.loc.gov/authorities/names/n79094679
454,Skidmore College,,library of congress name authority file,Skidmore College,http://id.loc.gov/authorities/names/n81063529
455,Hyde Collection Art Museum,,library of congress name authority file,Hyde Collection Art Museum,http://id.loc.gov/authorities/names/nr2001031831
463,University of Southern California,,library of congress name authority file,University of Southern California,http://id.loc.gov/authorities/names/n79006531
467,Denver Art Museum,,library of congress name authority file,Denver Art Museum,http://id.loc.gov/authorities/names/n79055441
481,Museum Educational Site Licensing Project,,library of congress name authority file,Museum Educational Site Licensing Project,http://id.loc.gov/authorities/names/n98002258
482,Andrew W. Mellon Foundation,,library of congress name authority file,Andrew W. Mellon Foundation,http://id.loc.gov/authorities/names/n50054057
483,Library of Congress,,library of congress name authority file,Library of Congress,http://id.loc.gov/authorities/names/n78089035
484,"University of California, Los Angeles. Fowler Museum of Cultural History",,library of congress name authority file,"University of California, Los Angeles. Fowler Museum of Cultural History",http://id.loc.gov/authorities/names/n91079069
485,MUSE Film and Television,,library of congress name authority file,MUSE Film and Television,http://id.loc.gov/authorities/names/nr94042756
486,Harvard University. Art Museums,,library of congress name authority file,Harvard University. Art Museums,http://id.loc.gov/authorities/names/n82241898
487,"Museum of Fine Arts, Houston",,library of congress name authority file,"Museum of Fine Arts, Houston",http://id.loc.gov/authorities/names/n80120520
488,National Museum of American Art (U.S.),,library of congress name authority file,National Museum of American Art (U.S.),http://id.loc.gov/authorities/names/n81062959
489,"American University (Washington, D.C.)",,library of congress name authority file,"American University (Washington, D.C.)",http://id.loc.gov/authorities/names/n79043476
491,Cornell University,,library of congress name authority file,Cornell University,http://id.loc.gov/authorities/names/n79021621
492,University of Illinois at Urbana-Champaign,,library of congress name authority file,University of Illinois at Urbana-Champaign,http://id.loc.gov/authorities/names/n79049103
493,University of Maryland at College Park,,library of congress name authority file,University of Maryland at College Park,http://id.loc.gov/authorities/names/no89012321
494,University of Michigan,,library of congress name authority file,University of Michigan,http://id.loc.gov/authorities/names/n79021846
495,University of Virginia,,library of congress name authority file,University of Virginia,http://id.loc.gov/authorities/names/n79053979
498,Gruen Associates,,library of congress name authority file,Gruen Associates,http://id.loc.gov/authorities/names/n80145270
503,Maki and Associates,,library of congress name authority file,Maki and Associates,http://id.loc.gov/authorities/names/nr97036942
505,Venturi Scott Brown and Associates,,library of congress name authority file,Venturi Scott Brown and Associates,http://id.loc.gov/authorities/names/nr92030585
506,Brown University. . Institute for Research in Information and Scholarship,,library of congress name authority file,Brown University. . Institute for Research in Information and Scholarship,http://id.loc.gov/authorities/names/nr88011961
513,J. Paul Getty Trust. Public Affairs Department,,library of congress name authority file,J. Paul Getty Trust. Public Affairs Department,http://id.loc.gov/authorities/names/no99013933
520,Long Beach Museum of Art,,library of congress name authority file,Long Beach Museum of Art,http://id.loc.gov/authorities/names/n50044095
521,Einsatzstab Reichsleiter Rosenberg für die Besetzten Gebiete,,library of congress name authority file,Einsatzstab Reichsleiter Rosenberg für die Besetzten Gebiete,http://id.loc.gov/authorities/names/n95112083
523,Kunsthaus Lempertz,,library of congress name authority file,Kunsthaus Lempertz,http://id.loc.gov/authorities/names/n82058500
524,Stuttgarter Kunstkabinett,,library of congress name authority file,Stuttgarter Kunstkabinett,http://id.loc.gov/authorities/names/nr90011094
525,Verlag Das Beste GmbH,,library of congress name authority file,Verlag Das Beste GmbH,http://id.loc.gov/authorities/names/n50074892
526,Ernst Barlach Gesellschaft,,library of congress name authority file,Ernst Barlach Gesellschaft,http://id.loc.gov/authorities/names/n82203853
529,Galerie Fischer,,library of congress name authority file,Galerie Fischer,http://id.loc.gov/authorities/names/n83227232
530,"Woman's Building (Los Angeles, Calif.)",,library of congress name authority file,"Woman's Building (Los Angeles, Calif.)",http://id.loc.gov/authorities/names/n84184746
534,Svenska institutet i Athen,,library of congress name authority file,Svenska institutet i Athen,http://id.loc.gov/authorities/names/n50079773
548,Guerrilla Girls (Group of artists),,library of congress name authority file,Guerrilla Girls (Group of artists),http://id.loc.gov/authorities/names/no94020236
549,Studio International (Firm),,library of congress name authority file,Studio International (Firm),http://id.loc.gov/authorities/names/no2008030361
551,Mouvement lettriste,,library of congress name authority file,Mouvement lettriste,http://id.loc.gov/authorities/names/no2009000056
552,Kunstarchiv Arntz,,library of congress name authority file,Kunstarchiv Arntz,http://id.loc.gov/authorities/names/n81046530
554,Getty Art History Information Program . Art and Architecture Thesaurus,,library of congress name authority file,Getty Art History Information Program . Art and Architecture Thesaurus,http://id.loc.gov/authorities/names/nr96029598
555,Répertoire international de la littérature de l’art,,library of congress name authority file,Répertoire international de la littérature de l’art,http://id.loc.gov/authorities/names/n89649170
556,Architectural Drawings Advisory Group,,library of congress name authority file,Architectural Drawings Advisory Group,http://id.loc.gov/authorities/names/n94023685
557,Provenance Index of the Getty Art History Information Program,,library of congress name authority file,Provenance Index of the Getty Art History Information Program,http://id.loc.gov/authorities/names/n93024033
558,Getty Provenance Index,,library of congress name authority file,Getty Provenance Index,http://id.loc.gov/authorities/names/nr00005524
559,Census of Antique Works of Art and Architecture Known in the Renaissance (Project),,library of congress name authority file,Census of Antique Works of Art and Architecture Known in the Renaissance (Project),http://id.loc.gov/authorities/names/nr2001038001
568,Jan Baum Gallery,,library of congress name authority file,Jan Baum Gallery,http://id.loc.gov/authorities/names/no2007119576
569,Jan Baum-Iris Silverman Gallery,,library of congress name authority file,Jan Baum-Iris Silverman Gallery,http://id.loc.gov/authorities/names/n87834367
573,Getty Information Institute. Vocabulary Program,,library of congress name authority file,Getty Information Institute. Vocabulary Program,http://id.loc.gov/authorities/names/nr98003858
582,SubGenius Foundation,,library of congress name authority file,SubGenius Foundation,http://id.loc.gov/authorities/names/n83057336
589,Getty Art History Information Program. Vocabulary Coordination Group,,library of congress name authority file,Getty Art History Information Program. Vocabulary Coordination Group,http://id.loc.gov/authorities/names/nr98011381
590,"Bush House (London, England)",,,"Bush House (London, England)",http://id.loc.gov/authorities/names/no2016004082
591,Epinal American Cemetery (France),,,Epinal American Cemetery (France),http://id.loc.gov/authorities/names/no2013033065
597,Negretti and Zambra,,library of congress name authority file,Negretti and Zambra,http://id.loc.gov/authorities/names/nr88002242
599,"Smith, Beck, and Beck",,library of congress name authority file,"Smith, Beck, and Beck",http://id.loc.gov/authorities/names/n90720426
601,California Institute of the Arts,,library of congress name authority file,California Institute of the Arts,http://id.loc.gov/authorities/names/n50058861
603,Ghémar Frères,,library of congress name authority file,Ghémar Frères,http://id.loc.gov/authorities/names/no2007070950
610,Wild,,,Wild,http://id.loc.gov/authorities/names/no2015070566
613,Museo Vostell de Malpartida de Cáceres,,library of congress name authority file,Museo Vostell de Malpartida de Cáceres,http://id.loc.gov/authorities/names/nr91037882
625,"J. Laurent y Cia (Madrid, Spain)",,library of congress name authority file,"J. Laurent y Cia (Madrid, Spain)",http://id.loc.gov/authorities/names/no2001033606
630,Detroit Publishing Co.,,,Detroit Publishing Co.,http://id.loc.gov/authorities/names/n88031098
632,Reale Fotografia Giacomelli,,,Reale Fotografia Giacomelli,http://id.loc.gov/authorities/names/n99006510
634,Libreria Spithöver,,library of congress name authority file,Libreria Spithöver,http://id.loc.gov/authorities/names/no2008138700
638,High Performance,,local,High Performance,http://id.loc.gov/authorities/names/no99076917
640,American Academy in Rome,,library of congress name authority file,American Academy in Rome,http://id.loc.gov/authorities/names/n79032986
655,Museo nazionale di Napoli,,library of congress name authority file,Museo nazionale di Napoli,http://id.loc.gov/authorities/names/n80044961
656,Ethnikon Archaiologikon Mouseion (Greece),,library of congress name authority file,Ethnikon Archaiologikon Mouseion (Greece),http://id.loc.gov/authorities/names/n50073408
657,Galleria degli Uffizi,,library of congress name authority file,Galleria degli Uffizi,http://id.loc.gov/authorities/names/n79007196
658,Mouseio Akropolēs,,library of congress name authority file,Mouseio Akropolēs,http://id.loc.gov/authorities/names/n88275239
663,Kunsthandel P. de Boer,,library of congress name authority file,Kunsthandel P. de Boer,http://id.loc.gov/authorities/names/n88644139
666,American School of Classical Studies at Athens,,library of congress name authority file,American School of Classical Studies at Athens,http://id.loc.gov/authorities/names/n79058461
667,Bildarchiv Foto Marburg,,library of congress name authority file,Bildarchiv Foto Marburg,http://id.loc.gov/authorities/names/n86830763
669,"University of California, Los Angeles. Department of Classics",,library of congress name authority file,"University of California, Los Angeles. Department of Classics",http://id.loc.gov/authorities/names/n89602258
670,Accademia di San Luca,,library of congress name authority file,Accademia di San Luca,http://id.loc.gov/authorities/names/n93105433
671,École nationale supérieure des beaux-arts (France),,library of congress name authority file,École nationale supérieure des beaux-arts (France),http://id.loc.gov/authorities/names/n79018876
672,Victoria and Albert Museum,,library of congress name authority file,Victoria and Albert Museum,http://id.loc.gov/authorities/names/n79066252
673,Gosudarstvennyĭ Ėrmitazh (Russia),,library of congress name authority file,Gosudarstvennyĭ Ėrmitazh (Russia),http://id.loc.gov/authorities/names/n79100241
676,Congress of Racial Equality,,library of congress name authority file,Congress of Racial Equality,http://id.loc.gov/authorities/names/n80080481
677,Black Panther Party,,library of congress name authority file,Black Panther Party,http://id.loc.gov/authorities/names/n80095585
682,Armory Center for the Arts,,library of congress name authority file,Armory Center for the Arts,http://id.loc.gov/authorities/names/no95036938
683,Kölner Kunstmarkt,,,Kölner Kunstmarkt,http://id.loc.gov/authorities/names/no2012045218
684,Verein progressiver deutscher Kunsthändler,,,Verein progressiver deutscher Kunsthändler,http://id.loc.gov/authorities/names/no2012045209
685,Industrias Kaiser Argentina,,library of congress name authority file,Industrias Kaiser Argentina,http://id.loc.gov/authorities/names/no2003068189
686,Wadsworth Atheneum,,library of congress name authority file,Wadsworth Atheneum,http://id.loc.gov/authorities/names/n82118545
689,Bienal Americana de Arte,,,Bienal Americana de Arte,http://id.loc.gov/authorities/names/no2006006589
694,"Biennale di Venezia (Venice, Italy)",,library of congress name authority file,"Biennale di Venezia (Venice, Italy)",http://id.loc.gov/authorities/names/n80010259
695,"Galerie Maeght (Paris, France)",,library of congress name authority file,"Galerie Maeght (Paris, France)",http://id.loc.gov/authorities/names/n83141848
696,Galleria nazionale d'arte moderna (Italy) ,,library of congress name authority file,Galleria nazionale d'arte moderna (Italy) ,http://id.loc.gov/authorities/names/n80099106
702,Rhomaides frères,,library of congress name authority file,Rhomaides frères,http://id.loc.gov/authorities/names/nr2005022517
711,Cyprus. Tmēma Archaiotētōn,,library of congress name authority file,Cyprus. Tmēma Archaiotētōn,http://id.loc.gov/authorities/names/n50074766
718,Patricia Faure Gallery,,library of congress name authority file,Patricia Faure Gallery,http://id.loc.gov/authorities/names/n2001010509
722,"Pomona College (Claremont, Calif.). Museum of Art",,library of congress name authority file,"Pomona College (Claremont, Calif.). Museum of Art",http://id.loc.gov/authorities/names/no2002038399
723,Bisson frères,,library of congress name authority file,Bisson frères,http://id.loc.gov/authorities/names/n84081227
735,American Museum of Ceramic Art,,library of congress name authority file,American Museum of Ceramic Art,http://id.loc.gov/authorities/names/nr2006004458
736,American Academy of Arts and Sciences,,library of congress name authority file,American Academy of Arts and Sciences,http://id.loc.gov/authorities/names/n79082160
738,UCLA Film and Television Archive,,library of congress name authority file,UCLA Film and Television Archive,http://id.loc.gov/authorities/names/n90634767
739,Ruth Chandler Williamson Gallery,,library of congress name authority file,Ruth Chandler Williamson Gallery,http://id.loc.gov/authorities/names/n94053979
740,Soho 20 (Gallery),,library of congress name authority file,Soho 20 (Gallery),http://id.loc.gov/authorities/names/no95011062
741,"A.I.R. Gallery (New York, N.Y.)",,library of congress name authority file,"A.I.R. Gallery (New York, N.Y.)",http://id.loc.gov/authorities/names/n86856894
742,Alexander Construction Company,,library of congress name authority file,Alexander Construction Company,http://id.loc.gov/authorities/names/no2011077553
745,USC Fisher Museum of Art,,library of congress name authority file,USC Fisher Museum of Art,http://id.loc.gov/authorities/names/no2012082745
746,Los Angeles Center for Photographic Studies,,library of congress name authority file,Los Angeles Center for Photographic Studies,http://id.loc.gov/authorities/names/n81008421
748,"Japanese American National Museum (Los Angeles, Calif.)",,library of congress name authority file,"Japanese American National Museum (Los Angeles, Calif.)",http://id.loc.gov/authorities/names/n92100598
749,Otis College of Art and Design,,library of congress name authority file,Otis College of Art and Design,http://id.loc.gov/authorities/names/n94063411
750,Vincent Price Art Museum,,library of congress name authority file,Vincent Price Art Museum,http://id.loc.gov/authorities/names/no2011116647
751,Los Angeles (Calif.). Cultural Affairs Department,,library of congress name authority file,Los Angeles (Calif.). Cultural Affairs Department,http://id.loc.gov/authorities/names/n83213504
752,Los Angeles Municipal Art Gallery,,library of congress name authority file,Los Angeles Municipal Art Gallery,http://id.loc.gov/authorities/names/n81014402
753,Watts Towers Art Center,,library of congress name authority file,Watts Towers Art Center,http://id.loc.gov/authorities/names/no95023662
756,Lunn Gallery,,library of congress name authority file,Lunn Gallery,http://id.loc.gov/authorities/names/n79095487
757,Lunn Ltd,,library of congress name authority file,Lunn Ltd,http://id.loc.gov/authorities/names/nr88008170
758,Graphics International Ltd,,library of congress name authority file,Graphics International Ltd,http://id.loc.gov/authorities/names/no2014142777
765,Los Angeles Contemporary Exhibitions (Gallery),,library of congress name authority file,Los Angeles Contemporary Exhibitions (Gallery),http://id.loc.gov/authorities/names/n88033438
769,L.A. as Subject (Project),,library of congress name authority file,L.A. as Subject (Project),http://id.loc.gov/authorities/names/n99005999
771,Kypriakon Mouseion (Cyprus),,library of congress name authority file,Kypriakon Mouseion (Cyprus),http://id.loc.gov/authorities/names/n83064191
772,California African-American Museum,,library of congress name authority file,California African-American Museum,http://id.loc.gov/authorities/names/nr98005513
775,P.A.P. Kunstagentur (Firm),,library of congress name authority file,P.A.P. Kunstagentur (Firm),http://id.loc.gov/authorities/names/n78057310
776,Aktions-Analytische Organisation,,library of congress name authority file,Aktions-Analytische Organisation,http://id.loc.gov/authorities/names/n93018047
777,"Friedrichshof (Zurndorf, Austria)",,library of congress name authority file,"Friedrichshof (Zurndorf, Austria)",http://id.loc.gov/authorities/names/n87833204
778,Germany. Reichsarbeitsdienst,,library of congress name authority file,Germany. Reichsarbeitsdienst,http://id.loc.gov/authorities/names/n81009634
779,Andalusia (Spain). Consejería de Cultura,,library of congress name authority file,Andalusia (Spain). Consejería de Cultura,http://id.loc.gov/authorities/names/n83301038
783,Festival internazionale del film di Locarno,,library of congress name authority file,Festival internazionale del film di Locarno,http://id.loc.gov/authorities/names/n78055372
785,Phébus (Firm),,,Phébus (Firm),http://id.loc.gov/authorities/names/n90671112
786,"Süleymaniye Camii (Istanbul, Turkey)",,library of congress name authority file,"Süleymaniye Camii (Istanbul, Turkey)",http://id.loc.gov/authorities/names/n86034878
787,"Sultanahmet Camii (Istanbul, Turkey)",,library of congress name authority file,"Sultanahmet Camii (Istanbul, Turkey)",http://id.loc.gov/authorities/names/n92046853
788,Topkapı Sarayı Müzesi,,library of congress name authority file,Topkapı Sarayı Müzesi,http://id.loc.gov/authorities/names/n50075577
789,Dolmabahçe Sarayı,,library of congress name authority file,Dolmabahçe Sarayı,http://id.loc.gov/authorities/names/nr2001022215
795,Cathédrale de Chartres,,library of congress name authority file,Cathédrale de Chartres,http://id.loc.gov/authorities/names/n50052168
805,Biennale di Venezia,,ingest,Biennale di Venezia,http://id.loc.gov/authorities/names/n80010259
808,Bibliothèque nationale de France,,library of congress name authority file,Bibliothèque nationale de France,http://id.loc.gov/authorities/names/no95028191
809,Institut de recherche et d'histoire des textes (France),,library of congress name authority file,Institut de recherche et d'histoire des textes (France),http://id.loc.gov/authorities/names/n50070689
810,Národní muzeum v Praze. Knihovna,,library of congress name authority file,Národní muzeum v Praze. Knihovna,http://id.loc.gov/authorities/names/n80146737
811,Rossiĭskai︠a︡ akademii︠a︡ nauk. Biblioteka,,library of congress name authority file,Rossiĭskai︠a︡ akademii︠a︡ nauk. Biblioteka,http://id.loc.gov/authorities/names/n92090312
813,Umĕleckoprůmyslové muzeum v Praze,,library of congress name authority file,Umĕleckoprůmyslové muzeum v Praze,http://id.loc.gov/authorities/names/n50068448
815,Unesco,,library of congress name authority file,Unesco,http://id.loc.gov/authorities/names/n79054523
816,Organization of World Heritage Cities,,library of congress name authority file,Organization of World Heritage Cities,http://id.loc.gov/authorities/names/no2005039715
817,Gemini G.E.L. (Firm),,library of congress name authority file,Gemini G.E.L. (Firm),http://id.loc.gov/authorities/names/n50038105
818,Thing Quarterly,,local,Thing Quarterly,http://id.loc.gov/authorities/names/no2015098711
819,Millers Falls Company,,library of congress name authority file,Millers Falls Company,http://id.loc.gov/authorities/names/n87119447
820,Four Seasons (Restaurant),,library of congress name authority file,Four Seasons (Restaurant),http://id.loc.gov/authorities/names/n80096080
822,"Museo del Templo Mayor (Mexico City, Mexico)",,library of congress name authority file,"Museo del Templo Mayor (Mexico City, Mexico)",http://id.loc.gov/authorities/names/n98053614
836,No Age (Musical group),,library of congress name authority file,No Age (Musical group),http://id.loc.gov/authorities/names/no2008092168
865,Wurdeman and Becket,,library of congress name authority file,Wurdeman and Becket,http://id.loc.gov/authorities/names/no2009044977
866,Welton Becket and Associates,,library of congress name authority file,Welton Becket and Associates,http://id.loc.gov/authorities/names/n89669359
876,"Kākh-i Gulistān (Tehran, Iran)",,library of congress name authority file,"Kākh-i Gulistān (Tehran, Iran)",http://id.loc.gov/authorities/names/n98039258
878,American Federation of Arts,,ulan,American Federation of Arts,http://id.loc.gov/authorities/names/n78096867
882,Kunst.Halle.Krems,,library of congress name authority file,Kunst.Halle.Krems,http://id.loc.gov/authorities/names/nr93041931
883,Fotomuseum Winterthur,,library of congress name authority file,Fotomuseum Winterthur,http://id.loc.gov/authorities/names/n94040620
886,KPMG LLP (U.S.),,library of congress name authority file,KPMG LLP (U.S.),http://id.loc.gov/authorities/names/no2013075387
891,Fondazione Memmo (Italy),,library of congress name authority file,Fondazione Memmo (Italy),http://id.loc.gov/authorities/names/n93069020
895,Royal Academy of Arts (Great Britain),,library of congress name authority file,Royal Academy of Arts (Great Britain),http://id.loc.gov/authorities/names/n80032672
896,"Kitchen Center for Video, Music, Dance, Performance, Film, and Literature (New York, N.Y.)",,ingest,"Kitchen Center for Video, Music, Dance, Performance, Film, and Literature (New York, N.Y.)",http://id.loc.gov/authorities/names/n93104099
899,Cotsen Foundation,,library of congress name authority file,Cotsen Foundation,http://id.loc.gov/authorities/names/no2013064707
900,"White Studio (New York, N.Y.)",,library of congress name authority file,"White Studio (New York, N.Y.)",http://id.loc.gov/authorities/names/nr99037386
901,Baker’s Art Gallery,,library of congress name authority file,Baker’s Art Gallery,http://id.loc.gov/authorities/names/no2009037604
902,Elite (Photographic firm),,library of congress name authority file,Elite (Photographic firm),http://id.loc.gov/authorities/names/no2008169617
903,"Apeda Studio (New York, N.Y.)",,library of congress name authority file,"Apeda Studio (New York, N.Y.)",http://id.loc.gov/authorities/names/nr99038062
906,Academia Imperial das Bellas Artes (Brazil),,library of congress name authority file,Academia Imperial das Bellas Artes (Brazil),http://id.loc.gov/authorities/names/n84039891
917,Academia Imperial das Bellas Artes (Brazil),,library of congress name authority file,Academia Imperial das Bellas Artes (Brazil),http://id.loc.gov/authorities/names/n84039891
924,Duveen Brothers,,lcnaf,Duveen Brothers,http://id.loc.gov/authorities/names/nr97027536
929,Thos. Agnew and Sons Ltd.,,lcnaf,Thos. Agnew and Sons Ltd.,http://id.loc.gov/authorities/names/n78013823
930,"F. Kleinberger Galleries (New York, N.Y.)",,lcnaf,"F. Kleinberger Galleries (New York, N.Y.)",http://id.loc.gov/authorities/names/n2006165845
931,"Wildenstein and Company (New York, N.Y.)",,lcnaf,"Wildenstein and Company (New York, N.Y.)",http://id.loc.gov/authorities/names/n50052707
937,Overseas Missionary Fellowship,,lcnaf,Overseas Missionary Fellowship,http://id.loc.gov/authorities/names/n50082466
938,"Tian Tan (Beijing, China)",,lcnaf,"Tian Tan (Beijing, China)",http://id.loc.gov/authorities/names/no97025429
940,United States. National Park Service,n 79022809,library of congress name authority file,United States. National Park Service,http://id.loc.gov/authorities/names/n79022809
953,Dépôt de la guerre (France),,library of congress name authority file,Dépôt de la guerre (France),http://id.loc.gov/authorities/names/n50070527
954,Malo frères,,library of congress name authority file,Malo frères,http://id.loc.gov/authorities/names/no2014136124
